0		15.80
1		15.75
2		15.75
3		15.68
4		15.78
5		15.78
6		15.78
7		15.78
8		15.80
9		15.78
10		15.73
11		15.78
12		15.75
13		15.75
14		15.78
15		15.58
16		15.73
17		15.78
18		15.73
19		15.73
20		15.78
21		15.78
22		15.78
23		15.80
24		15.73
25		15.73
26		15.80
27		15.73
28		15.75
29		15.78
30		15.75
31		15.75
32		15.78
33		15.70
34		15.78
35		15.78
36		15.73
37		15.73
38		15.50
39		15.70
40		15.80
41		15.78
42		15.75
43		15.85
44		15.73
45		15.75
46		15.75
47		15.90
48		15.75
49		15.78
50		15.73
51		15.73
52		15.83
53		15.73
54		15.75
55		15.78
56		15.78
57		15.75
58		15.78
59		15.73
60		15.83
61		15.75
62		15.75
63		15.78
64		15.58
65		15.70
66		15.78
67		15.78
68		15.75
69		15.75
70		15.73
71		15.68
72		15.85
73		15.78
74		15.70
75		15.75
76		15.75
77		15.73
78		15.78
79		15.70
80		15.78
81		15.78
82		15.73
83		15.75
84		15.78
85		15.70
86		15.75
87		15.75
88		15.73
89		15.78
90		15.80
91		15.70
92		15.83
93		15.78
94		15.78
95		15.78
96		15.75
97		15.73
98		15.80
99		15.80
100		15.70
101		15.80
102		15.85
103		15.80
104		15.83
105		15.75
106		15.80
107		15.93
108		15.78
109		15.78
110		15.78
111		15.75
112		15.80
113		15.73
114		15.70
115		15.78
116		15.80
117		15.65
118		15.83
119		15.78
120		15.78
121		15.78
122		15.75
123		15.75
124		15.78
125		15.75
126		15.70
127		15.78
128		15.75
129		15.78
130		15.85
131		15.75
132		15.75
133		15.75
134		15.75
135		15.78
136		15.83
137		15.75
138		15.78
139		15.78
140		15.78
141		15.78
142		15.83
143		15.58
144		15.80
145		15.78
146		15.70
147		15.80
148		15.75
149		15.73
150		15.78
151		15.80
152		15.78
153		15.75
154		15.75
155		15.78
156		15.83
157		15.73
158		15.78
159		15.65
160		15.75
161		15.78
162		15.85
163		15.80
164		15.78
165		15.63
166		15.78
167		15.75
168		15.80
169		15.75
170		15.78
171		15.80
172		15.73
173		15.83
174		15.80
175		15.75
176		15.80
177		15.78
178		15.75
179		15.78
180		15.78
181		15.73
182		15.88
183		15.80
184		15.75
185		15.83
186		15.73
187		15.83
188		15.83
189		15.75
190		15.80
191		15.80
192		15.93
193		15.80
194		15.95
195		15.78
196		15.78
197		15.83
198		15.73
199		15.78
200		15.78
201		15.78
202		15.80
203		15.75
204		15.75
205		15.83
206		15.78
207		15.83
208		15.83
209		15.80
210		15.80
211		16.03
212		15.78
213		15.80
214		15.83
215		15.78
216		15.78
217		15.78
218		15.73
219		15.83
220		15.88
221		15.78
222		15.83
223		15.75
224		15.68
225		15.80
226		15.80
227		15.70
228		15.88
229		15.75
230		15.78
231		15.83
232		15.78
233		15.78
234		15.83
235		15.75
236		15.80
237		15.73
238		15.80
239		15.80
240		15.80
241		15.80
242		15.78
