0.000000	5.4743454121e+00
0.011230	5.9283475417e+00
0.022461	5.1764785207e+00
0.033691	3.9174758285e+00
0.044922	3.7854405387e+00
0.056152	2.9317914720e+00
0.067383	2.6081858711e+00
0.078613	2.0533158136e+00
0.089844	2.2537905580e+00
0.101074	1.7155883774e+00
0.112305	1.3187369225e+00
0.123535	9.8527045637e-01
0.134766	9.2489541273e-01
0.145996	6.1978291416e-01
0.157227	4.2723415396e-01
0.168457	4.4390889521e-01
0.179688	4.1402348910e-01
0.190918	2.8769218898e-01
0.202148	2.0145699784e-01
0.213379	2.1856210377e-01
0.224609	2.0337261915e-01
0.235840	1.4602959866e-01
0.247070	1.1963599925e-01
0.258301	9.7643344797e-02
0.269531	5.8064268508e-02
0.280762	4.8615627275e-02
0.291992	5.1839970439e-02
0.303223	4.6422372035e-02
0.314453	4.6346126180e-02
0.325684	5.1837184065e-02
0.336914	4.1927580429e-02
0.348145	3.7184327631e-02
0.359375	3.8048658367e-02
0.370605	3.7458026286e-02
0.381836	3.8431173287e-02
0.393066	4.0111396113e-02
0.404297	4.0766993458e-02
0.415527	6.3090666967e-02
0.426758	6.2728496902e-02
0.437988	8.0558071625e-02
0.449219	8.5121533929e-02
0.460449	8.4436277518e-02
0.471680	7.0546849382e-02
0.482910	6.2575436066e-02
0.494141	4.4474219309e-02
0.505371	3.9627332825e-02
0.516602	4.1035552972e-02
0.527832	3.7585445895e-02
0.539062	3.8209907350e-02
0.550293	3.3100432669e-02
0.561523	2.5689887291e-02
0.572754	2.6408328445e-02
0.583984	1.9610417835e-02
0.595215	1.7401114522e-02
0.606445	1.9972921387e-02
0.617676	2.4180224482e-02
0.628906	2.1663100723e-02
0.640137	2.3019692235e-02
0.651367	1.9317848624e-02
0.662598	1.6320504984e-02
0.673828	1.3280083671e-02
0.685059	1.2412416495e-02
0.696289	9.2853848664e-03
0.707520	1.1127170421e-02
0.718750	9.6336507806e-03
0.729980	1.0883812609e-02
0.741211	1.0188719443e-02
0.752441	1.1893125492e-02
0.763672	1.0780542726e-02
0.774902	9.9403697591e-03
0.786133	7.2595830070e-03
0.797363	8.4264640504e-03
0.808594	9.0674735887e-03
0.819824	1.0321484662e-02
0.831055	1.0435103822e-02
0.842285	1.0085248087e-02
0.853516	7.9743043087e-03
0.864746	5.6784299217e-03
0.875977	4.0075261749e-03
0.887207	5.1111414396e-03
0.898438	4.8884311868e-03
0.909668	4.5901772694e-03
0.920898	4.2112014096e-03
0.932129	4.9238478018e-03
0.943359	2.5757305393e-03
0.954590	2.3027197813e-03
0.965820	3.2557041533e-03
0.977051	4.0119520474e-03
0.988281	3.2562073220e-03
0.999512	4.0963174718e-03
1.010742	4.0511395541e-03
1.021973	4.9920440627e-03
1.033203	4.2303161505e-03
1.044434	4.5777702747e-03
1.055664	4.6472659470e-03
1.066895	6.3865438348e-03
1.078125	5.7097308841e-03
1.089355	5.5267912353e-03
1.100586	5.4528629922e-03
1.111816	5.6462422627e-03
1.123047	4.4940527349e-03
1.134277	3.6776846261e-03
1.145508	3.9769328921e-03
1.156738	4.4176339284e-03
1.167969	4.1723865726e-03
1.179199	4.0462523037e-03
1.190430	4.0016542399e-03
1.201660	4.2165359207e-03
1.212891	3.7777321855e-03
1.224121	4.3761027685e-03
1.235352	3.8349533390e-03
1.246582	4.1959432498e-03
1.257812	3.6426993263e-03
1.269043	3.1269016520e-03
1.280273	2.0920692372e-03
1.291504	4.5912585344e-03
1.302734	4.6281238343e-03
1.313965	7.8484259259e-03
1.325195	8.1528504440e-03
1.336426	9.5709852152e-03
1.347656	9.9228639974e-03
1.358887	9.6608240382e-03
1.370117	7.7533885466e-03
1.381348	8.1597449407e-03
1.392578	7.8021747274e-03
1.403809	5.0092287577e-03
1.415039	4.5825242710e-03
1.426270	3.5143421304e-03
1.437500	2.7717979965e-03
1.448730	1.5348643050e-03
1.459961	1.9727405601e-03
1.471191	2.8847542115e-03
1.482422	3.1924433569e-03
1.493652	3.7797372893e-03
1.504883	3.8929995804e-03
1.516113	6.3225522391e-03
1.527344	6.6971361743e-03
1.538574	7.4871851558e-03
1.549805	7.2796893395e-03
1.561035	7.4882201268e-03
1.572266	4.6486895563e-03
1.583496	3.2637699240e-03
1.594727	2.9326774066e-03
1.605957	2.6398636074e-03
1.617188	3.1338975760e-03
1.628418	5.5430160883e-03
1.639648	5.6084326722e-03
1.650879	4.9003832087e-03
1.662109	6.1388631197e-03
1.673340	5.2981644057e-03
1.684570	3.1818754848e-03
1.695801	3.3000674311e-03
1.707031	3.9431312313e-03
1.718262	3.1963871713e-03
1.729492	3.4777296826e-03
1.740723	4.4428657056e-03
1.751953	4.4149924234e-03
1.763184	4.0005903439e-03
1.774414	3.8373163558e-03
1.785645	4.4179016813e-03
1.796875	3.2863362148e-03
1.808105	3.5894541180e-03
1.819336	3.1242509048e-03
1.830566	2.6182134581e-03
1.841797	3.0648564842e-03
1.853027	3.5124192294e-03
1.864258	4.4757040822e-03
1.875488	5.3594332272e-03
1.886719	5.5908761539e-03
1.897949	4.5521430794e-03
1.909180	5.0533502667e-03
1.920410	4.4562861034e-03
1.931641	4.1786417416e-03
1.942871	3.9925220733e-03
1.954102	4.4907951648e-03
1.965332	3.6427463898e-03
1.976562	4.2074732698e-03
1.987793	4.0663323369e-03
1.999023	4.4445310783e-03
2.010254	3.6936520932e-03
2.021484	4.3365824035e-03
2.032715	3.2268014886e-03
2.043945	3.1148473126e-03
2.055176	3.3873129915e-03
2.066406	3.4497678356e-03
2.077637	4.1455805486e-03
