0.0000,32.0323
0.0078,32.0000
0.0156,32.0000
0.0234,32.0000
0.0312,32.0000
0.0391,32.0608
0.0469,32.0957
0.0547,32.9106
0.0625,32.5257
0.0703,32.2518
0.0781,32.3615
0.0859,32.4848
0.0938,32.1640
0.1016,32.6345
0.1094,32.0130
0.1172,32.3227
0.1250,32.4600
0.1328,32.3591
0.1406,32.7212
0.1484,32.6928
0.1562,32.1520
0.1641,32.0000
0.1719,32.1975
0.1797,32.6469
0.1875,32.1665
0.1953,32.9962
0.2031,33.0000
0.2109,33.0000
0.2188,33.3669
0.2266,33.5676
0.2344,33.7694
0.2422,33.4545
0.2500,34.0009
0.2578,34.8394
0.2656,35.0571
0.2734,35.9771
0.2812,36.7842
0.2891,36.9610
0.2969,37.8618
0.3047,38.5678
0.3125,39.7150
0.3203,40.2702
0.3281,41.0612
0.3359,42.0913
0.3438,42.7352
0.3516,43.5888
0.3594,44.4184
0.3672,45.2077
0.3750,46.9614
0.3828,46.9498
0.3906,47.7638
0.3984,48.0000
0.4062,48.5318
0.4141,49.2258
0.4219,50.0747
0.4297,51.6888
0.4375,51.1952
0.4453,50.5277
0.4531,50.4083
0.4609,50.3058
0.4688,51.4186
0.4766,51.7248
0.4844,50.5844
0.4922,49.5848
0.5000,48.4197
0.5078,48.7316
0.5156,48.0802
0.5234,48.1024
0.5312,47.1263
0.5391,45.7355
0.5469,44.5668
0.5547,43.0489
0.5625,42.4594
0.5703,42.1739
0.5781,40.7814
0.5859,39.4535
0.5938,38.6927
0.6016,37.6438
0.6094,37.0062
0.6172,35.2542
0.6250,34.3742
0.6328,33.7717
0.6406,33.4212
0.6484,33.1433
0.6562,32.1012
0.6641,32.7739
0.6719,32.2756
0.6797,32.3751
0.6875,32.5346
0.6953,32.9893
0.7031,33.5066
0.7109,33.9169
0.7188,33.7188
0.7266,34.7811
0.7344,36.0347
0.7422,37.0702
0.7500,37.8999
0.7578,38.7295
0.7656,39.5762
0.7734,40.4665
0.7812,42.0352
0.7891,42.7357
0.7969,43.2488
0.8047,44.0644
0.8125,44.7548
0.8203,45.6126
0.8281,45.8280
0.8359,47.8235
0.8438,47.2553
0.8516,47.5400
0.8594,47.6249
0.8672,48.2191
0.8750,48.1557
0.8828,49.0000
0.8906,48.9823
0.8984,48.4212
0.9062,47.6476
0.9141,47.5716
0.9219,47.1119
0.9297,47.1731
0.9375,46.1163
0.9453,45.3940
0.9531,44.2611
0.9609,44.0478
0.9688,43.8705
0.9766,43.0331
0.9844,42.4070
0.9922,41.4557
1.0000,41.0909
1.0078,40.3145
1.0156,39.9996
1.0234,39.4775
1.0312,38.2057
1.0391,37.5946
1.0469,37.0000
1.0547,36.9495
1.0625,36.5823
1.0703,36.0064
1.0781,35.2557
1.0859,35.0000
1.0938,34.7545
1.1016,34.1937
1.1094,34.2524
1.1172,34.0000
1.1250,33.8939
1.1328,33.4483
1.1406,33.0000
1.1484,32.8868
1.1562,32.1344
1.1641,32.9557
1.1719,32.8460
1.1797,32.5166
1.1875,32.4214
1.1953,32.1888
1.2031,32.5254
1.2109,32.0000
1.2188,32.6776
1.2266,32.4927
1.2344,32.0000
1.2422,32.3471
1.2500,32.1707
1.2578,32.0000
1.2656,32.6254
1.2734,32.2495
1.2812,32.2906
1.2891,32.4020
1.2969,32.7802
1.3047,32.0471
1.3125,32.2034
1.3203,32.4740
1.3281,32.3139
1.3359,32.0000
1.3438,32.0000
1.3516,32.6820
1.3594,32.1212
1.3672,32.1099
1.3750,32.5916
1.3828,32.0627
1.3906,32.0622
1.3984,32.3839
1.4062,32.5561
1.4141,32.4810
1.4219,32.7520
1.4297,32.0574
1.4375,32.6628
1.4453,32.6712
1.4531,32.2503
1.4609,32.0065
1.4688,32.2258
1.4766,32.8999
1.4844,32.9233
1.4922,32.3834
1.5000,32.3598
1.5078,32.2196
1.5156,32.2036
1.5234,32.5251
1.5312,32.8380
1.5391,32.1244
1.5469,32.0818
1.5547,32.4653
1.5625,32.0000
1.5703,32.0110
1.5781,32.8406
1.5859,32.3298
1.5938,32.0000
1.6016,32.3015
1.6094,32.2976
1.6172,32.0023
1.6250,32.1895
1.6328,32.4344
1.6406,32.4825
1.6484,32.3797
1.6562,32.0113
1.6641,32.0192
1.6719,32.0000
1.6797,32.1898
1.6875,32.0000
