5.9,0.7229528693,0.0021896823
7.175,0.6673962979,0.0006260184
8.225,0.649496183,0.0100611179
9.1,0.5503720846,0.0033697181
10.3,0.4104562282,0.0023889422
11.72,0.4633788949,0.0037198822
13.16,0.3624698179,0.0026776267
15.4,0.3624698179,0.0026776267
17.67,0.2639531861,0.0016892992
21,0.2299486486,0.0014867562
25.55,0.2589756509,0.0022229263
29.9,0.2579225588,0.0016272395
