0		15.78
1		15.80
2		15.80
3		15.70
4		15.83
5		15.80
6		15.75
7		15.80
8		15.75
9		15.80
10		15.73
11		15.78
12		15.83
13		15.70
14		15.73
15		15.78
16		15.80
17		15.83
18		15.70
19		15.80
20		15.78
21		15.78
22		15.78
23		15.83
24		15.85
25		15.78
26		15.80
27		15.80
28		15.88
29		15.78
30		15.78
31		15.78
32		15.80
33		15.88
34		15.80
35		15.78
36		15.78
37		15.80
38		16.03
39		15.60
40		15.78
41		15.80
42		15.83
43		15.80
44		15.85
45		15.78
46		15.78
47		15.80
48		15.83
49		15.83
50		15.75
51		15.78
52		15.78
53		15.83
54		15.80
55		15.78
56		15.80
57		15.80
58		15.90
59		15.70
60		15.90
61		15.75
62		15.80
63		15.75
64		15.80
65		15.75
66		15.80
67		15.80
68		15.75
69		15.80
70		15.78
71		15.80
72		15.80
73		15.88
74		15.80
75		15.78
76		15.80
77		15.85
78		15.73
79		15.80
80		15.78
81		15.78
82		15.80
83		15.70
84		15.80
85		15.78
86		15.75
87		15.80
88		15.85
89		15.80
90		15.78
91		15.80
92		15.80
93		15.80
94		15.85
95		15.65
96		15.78
97		15.83
98		15.70
99		15.75
100		15.80
101		15.78
102		15.83
103		16.00
104		15.80
105		15.80
106		15.78
107		15.83
108		15.80
109		15.80
110		15.78
111		15.73
112		15.83
113		15.93
114		15.88
115		15.78
116		15.80
117		15.83
118		15.73
119		15.80
120		15.75
121		15.78
122		15.80
123		15.88
124		15.80
125		15.75
126		15.78
127		15.80
128		15.85
129		15.80
130		15.78
131		15.75
132		15.78
133		15.83
134		15.80
135		15.80
136		15.78
137		15.83
138		15.93
139		15.80
140		15.80
141		15.80
142		15.83
143		16.05
144		15.78
145		15.80
146		15.80
147		15.85
148		15.75
149		15.80
150		15.78
151		15.78
152		15.83
153		15.98
154		15.80
155		15.88
156		15.78
157		15.80
158		15.85
159		15.80
160		15.78
161		15.78
162		15.80
163		15.85
164		15.80
165		15.78
166		15.78
167		15.83
168		15.63
169		15.90
170		15.78
171		15.78
172		15.80
173		15.65
174		15.78
175		15.78
176		15.78
177		15.83
178		15.85
179		15.80
180		15.63
181		15.85
182		15.83
183		15.93
184		15.80
185		15.78
186		15.80
187		15.80
188		15.90
189		15.80
190		16.00
191		15.78
192		15.83
193		15.83
