0		15.78
1		15.73
2		15.70
3		15.73
4		15.75
5		15.73
6		15.75
7		15.73
8		15.73
9		15.78
10		15.78
11		15.75
12		15.70
13		15.75
14		15.78
15		15.85
16		15.38
17		15.55
18		15.73
19		15.75
20		15.75
21		15.78
22		15.75
23		15.73
24		15.73
25		15.78
26		15.75
27		15.70
28		15.73
29		15.80
30		15.78
31		15.78
32		15.73
33		15.75
34		15.75
35		15.80
36		15.78
37		15.73
38		15.78
39		15.70
40		15.80
41		15.78
42		15.73
43		15.75
44		15.70
45		15.80
46		15.78
47		15.73
48		15.70
49		15.75
50		15.78
51		15.75
52		15.78
53		15.65
54		15.75
55		15.83
56		15.75
57		15.73
58		15.75
59		15.75
60		15.88
61		15.78
62		15.73
63		15.73
64		15.75
65		15.83
66		15.75
67		15.70
68		15.73
69		15.78
70		15.80
71		15.75
72		15.70
73		15.73
74		15.78
75		15.80
76		15.75
77		15.73
78		15.73
79		15.75
80		15.80
81		15.75
82		15.68
83		15.73
84		15.80
85		15.80
86		15.78
87		15.73
88		15.73
89		15.75
90		15.80
91		15.58
92		15.33
93		15.75
94		15.85
95		15.78
96		15.80
97		15.75
98		15.73
99		15.75
100		15.80
101		15.75
102		15.73
103		15.70
104		15.78
105		15.80
106		15.80
107		15.73
108		15.70
109		15.73
110		15.80
111		15.78
112		15.70
113		15.73
114		15.78
115		15.80
116		15.78
117		15.75
118		15.73
119		15.75
120		15.80
121		15.88
122		16.15
123		15.73
124		15.73
125		15.80
126		15.75
127		15.70
128		15.75
129		15.75
130		15.80
131		15.75
132		15.70
133		15.75
134		15.78
135		15.78
136		15.75
137		15.70
138		15.75
139		15.78
140		15.80
141		15.70
142		15.73
143		15.73
144		15.73
145		15.80
146		15.78
147		15.75
148		15.70
149		15.75
150		15.78
151		15.73
152		15.78
153		15.70
154		15.75
155		15.78
156		15.78
157		15.78
158		15.75
159		15.75
160		15.85
161		15.73
162		15.73
163		15.73
164		15.78
165		15.83
166		16.25
167		15.93
168		15.70
169		15.75
170		15.83
171		15.68
172		15.68
173		15.78
174		15.78
175		15.78
176		15.78
177		15.68
178		15.73
179		15.75
180		15.75
181		15.70
182		15.75
183		15.78
184		15.78
185		15.80
186		15.73
187		15.75
188		15.73
189		15.73
190		15.78
191		15.65
192		15.73
193		15.78
194		15.78
195		15.78
196		15.35
197		15.60
198		15.73
199		15.78
200		15.80
201		15.75
202		15.73
203		15.75
204		15.73
205		15.78
206		15.75
207		15.70
208		15.73
209		15.80
210		15.80
211		15.78
212		15.73
213		15.70
214		15.75
215		15.83
216		15.75
217		15.73
218		15.75
219		15.75
220		15.80
221		15.80
222		15.90
223		15.78
224		15.75
225		15.83
226		15.75
227		15.70
228		15.75
229		15.80
230		15.70
231		15.78
232		15.55
233		15.70
234		15.73
235		15.75
236		15.78
237		15.70
238		15.73
239		15.78
240		15.70
241		15.78
242		15.73
243		15.73
244		15.75
245		15.68
246		15.88
247		15.78
248		15.73
249		15.78
250		15.78
251		15.75
252		15.70
253		15.75
254		15.78
255		15.73
256		15.75
257		15.73
258		15.78
259		15.78
260		15.85
261		15.75
262		15.70
263		15.73
264		15.75
265		15.85
266		15.78
267		15.73
268		15.73
269		15.78
270		15.78
271		15.70
272		15.58
273		15.75
274		15.65
275		15.78
276		15.75
277		15.78
278		15.70
279		15.75
280		15.80
281		15.78
282		15.73
283		15.75
284		15.75
285		15.70
286		15.75
287		15.70
288		15.70
289		15.75
290		15.75
291		15.75
292		15.70
293		15.73
294		15.80
295		15.88
296		15.73
297		15.75
298		15.75
299		15.75
300		15.75
301		15.75
302		15.73
303		15.75
304		15.78
305		15.73
306		15.75
307		15.75
308		15.68
309		15.73
310		15.75
311		15.75
312		15.70
313		15.75
314		15.78
315		15.60
316		15.73
317		15.73
318		15.73
319		15.78
320		15.70
321		15.75
322		15.73
323		15.73
324		15.75
325		15.70
326		15.75
327		15.75
328		15.70
329		15.73
330		15.68
331		15.75
332		15.73
333		15.73
334		15.78
335		15.83
336		15.75
337		15.73
338		15.75
339		15.78
340		15.65
341		15.80
342		15.73
343		15.75
344		15.75
345		15.85
346		15.75
347		15.73
348		15.78
349		15.75
350		15.83
351		15.75
352		15.73
353		15.75
354		15.75
355		15.88
356		15.75
357		15.75
358		15.75
359		15.75
360		15.95
361		15.68
362		15.73
363		15.73
364		15.75
365		15.58
366		15.75
367		15.73
368		15.75
369		15.78
370		15.88
371		15.70
372		15.73
373		15.75
374		15.78
375		15.80
376		15.73
377		15.73
378		15.75
379		15.78
380		15.75
381		15.75
382		15.75
383		15.73
384		15.75
385		15.85
386		15.78
387		15.73
388		15.78
389		15.83
390		15.80
391		15.73
392		15.78
393		15.73
394		15.75
395		15.65
396		15.78
397		15.73
398		15.73
399		15.73
400		15.93
401		15.73
402		15.73
403		15.73
404		15.78
405		15.65
406		15.75
407		15.70
408		15.75
409		15.78
410		15.98
411		15.50
412		15.45
413		15.75
414		15.78
415		15.88
416		15.78
417		15.63
418		15.73
419		15.75
420		15.70
421		15.78
422		15.70
423		15.75
424		15.73
425		15.58
426		15.93
427		15.58
428		15.75
429		15.78
430		15.88
431		15.78
432		15.73
433		15.78
434		15.85
435		15.68
436		16.12
437		15.70
438		15.75
439		15.78
440		15.80
441		15.78
442		15.75
443		15.73
444		15.78
445		15.93
446		15.78
447		15.70
448		15.73
449		15.75
450		16.00
451		15.78
452		15.73
453		15.73
454		15.75
455		15.93
456		15.73
457		15.70
458		15.75
459		15.75
460		15.88
461		15.78
462		15.73
463		15.78
464		15.73
465		15.70
466		15.75
467		15.70
468		15.78
469		15.80
470		15.80
471		15.75
472		15.75
473		15.73
474		15.75
475		15.80
476		15.75
477		15.73
478		15.70
479		15.78
480		15.88
481		15.75
482		15.70
483		15.75
484		15.80
485		15.80
486		15.73
487		15.73
488		15.73
489		15.78
490		15.60
491		15.73
492		15.70
493		15.73
494		15.83
495		15.63
496		15.75
497		15.73
498		15.73
499		15.78
500		15.75
501		15.78
502		15.48
503		15.78
504		15.78
505		15.65
506		15.90
507		15.53
508		15.73
509		15.80
510		15.68
511		15.80
512		15.73
513		15.78
514		15.78
515		15.85
516		15.73
517		15.73
518		15.73
519		15.80
520		15.78
521		15.75
522		15.73
523		15.75
524		15.78
525		15.85
526		15.60
527		15.83
528		15.73
529		15.80
530		15.80
531		15.75
532		15.78
533		15.75
534		15.78
535		15.75
536		15.73
537		15.78
538		15.68
539		15.75
540		15.93
541		15.80
542		15.73
543		15.73
544		15.83
545		15.78
546		15.75
547		15.65
548		15.73
549		15.75
550		15.63
551		15.78
552		15.70
553		15.78
554		15.80
555		15.78
556		15.75
557		15.75
558		15.73
559		15.80
560		15.78
561		15.75
562		15.68
563		15.78
564		15.83
565		15.80
566		15.75
567		15.73
568		15.75
569		15.80
570		15.78
571		15.75
572		15.73
573		15.75
574		15.78
575		15.60
576		15.60
577		15.73
578		15.75
579		15.75
580		15.68
581		15.78
582		15.70
583		15.68
584		15.78
585		15.55
586		15.75
587		15.75
588		15.70
589		15.75
590		15.78
591		15.78
592		15.63
593		15.70
594		15.78
595		15.78
596		15.75
597		15.73
598		15.75
599		15.80
600		15.80
601		15.60
602		15.70
603		15.68
604		15.80
605		15.75
606		15.75
607		15.73
608		15.73
609		15.80
610		15.78
611		15.75
612		15.73
613		15.73
614		15.78
615		15.80
616		15.78
617		15.73
618		15.75
619		15.78
620		15.78
621		15.78
622		15.75
623		15.70
624		15.80
625		15.60
626		15.60
627		15.80
628		15.70
629		15.80
630		15.80
631		15.75
632		15.90
633		15.73
634		15.80
635		15.75
636		15.75
637		15.73
638		15.70
639		15.78
640		15.78
641		15.73
642		15.68
643		15.65
644		15.83
645		15.80
646		15.75
647		15.80
648		15.70
649		15.78
650		15.78
651		15.75
652		15.70
653		15.78
654		15.80
655		15.88
656		15.70
657		15.73
658		15.73
659		15.78
660		15.63
661		15.73
662		15.70
663		15.75
664		15.80
665		15.70
666		15.75
667		15.73
668		15.73
669		15.78
670		15.73
671		15.68
672		15.73
673		15.73
674		15.78
675		15.80
676		15.78
677		15.85
678		15.70
679		15.78
680		15.78
681		15.73
682		15.73
683		15.75
684		15.80
685		15.78
686		15.75
687		15.50
688		15.75
689		15.80
690		16.03
691		15.75
